,poems,class,Emotions
2102,The Exiles Line Now the new year reviving old desiresThe restless soul to open sea aspiresWhere the Blue Peter flickers from the foreAnd the grimed stoker feeds the enginefiresCoupons alas depart with all their rowsAnd last years seamet loves where Grindley knowsBut still the wild wind wakes off GardafuiAnd hearts turn eastward with the P and Os Twelve knots an hour be they more or less Oh slothful mother of much idlenessWhom neither rivals spur nor contracts speedNay bear us gently Wherefore need we press The Tragedy of all our East is laidOn those white decks beneath the awning shade Birth absence longing laughter love and tearsAnd death unmaking ere the land is made And midnight madnesses of souls distraughtWhom the cool seas call through the open portSo that the table lacks one place next mornAnd for one forenoon men forego their sport The shadow of the rigging to and froSways shifts and flickers on the spardecks snowAnd like a giant trampling in his chainsThe screwblades gasp and thunder deep below And leagued to watch one flyingfishs wingsHeaven stoops to sea and sea to Heaven clingsWhile bent upon the ending of his toilThe hot sun strides regarding not these things For the same wave that meets our stem in sprayBore Smith of Asia eastward yesterdayAnd Delhi Jones and Brown of MidnaporeTomorrow follow on the selfsame way Linked in the chain of Empire one by oneFlushed with long leave or tanned with many a sunThe Exiles Line brings out the exiles lineAnd ships them homeward when their work is done Yea heedless of the shuttle through the loomThe flying keels fulfil the web of doomSorrow or shouting what is that to themMake out the cheque that pays for cabin room And how so many score of times ye flitWith wife and babe and caravan of kitNot all thy travels past shall lower one fareNot all thy tears abate one pound of it And how so high throe earthborn dignityHonour and state go sink it in the seaTill that great one upon the quarter deckBrowbound with gold shall give thee leave to be Indeed indeed from that same line we swearOff for all time and mean it when we swearAnd then and then we meet the Quartered FlagAnd surely for the last time pay the fare And Green of Kensington estray ed to viewIn three short months the world he never knewStares with blind eyes upon the QuarteredFlag And sees no more than yellow red and blue But we the gypsies of the East but weWaifs of the land and wastrels of the seaCome nearer home beneath the Quartered FlagThan ever home shall come to such as we The camp is struck the bungalow decaysDead friends and houses desert mark our waysTill sickness send us down to Princes DockTo meet the changeless use of many days Bound in the wheel of Empire one by oneThe chaingangs of the East from sire to sonThe Exiles Line takes out the exiles lineAnd ships them homeward when their work is done How runs the old indictment Dear and slowSo much and twice so much We gird but goFor all the soul of our sad East is thereBeneath the houseflag of the P and O ,b,Sad
2103,The Expert Youth that trafficked long with DeathAnd to second life returnsSquanders little time or breathOn his fellowmans concernsEarned peace is all he asksTo fulfill his broken tasks Yet if he find war at homeWaspish and importunateHe hath means to overcomeAny warrior at his gateFor the past he buried bringsBack unburiable things Nights that he lay out to spyWhence and when the raid might startOr prepared in secrecySudden blows to break its heartAll the lore of NoMans LandSteels his soul and arms his hand So if conflict vex his lifeWhere he thought all conflict doneHe resuming ancient strifeSprings his mine or trains his gunAnd in mirth more dread than wrathWipes the nuisance from his path ,b,Surprise
2104,The Explanation Love and Death once ceased their strifeAt the Tavern of Mans LifeCalled for wine and threw  alas Each his quiver on the grassWhen the bout was oer they foundMingled arrows strewed the groundHastily they gathered thenEach the loves and lives of menAh the fateful dawn deceivedMingled arrows each one sheavedDeaths dread armoury was storedWith the shafts he most abhorredLoves light quiver groaned beneathVenomheaded darts of Death Thus it was they wrought our woeAt the Tavern long agoTell me do our masters knowLoosing blindly as they flyOld men love while young men die ,b,Fear
2105,The Explorer Theres no sense in going further its the edge of cultivationSo they said and I believed it broke my land and sowed my crop Built my barns and strung my fencesin the little border stationTucked away below the foothillswhere the trails run out and stop Till a voice as bad as Consciencerang interminable changesIn one everlasting Whisperday and night repeated  soSomething hidden Go and find itGo and look behind the Ranges Something lost behind the RangesLost and waiting for you Go So I went worn out of patiencenever told my nearest neighbours Stole away with pack and ponies left em drinking in the townAnd the faith that moveth mountainsdidnt seem to help my laboursAs I faced the sheer mainrangeswhipping up and leading down March by march I puzzled through emturning flanks and dodging shouldersHurried on in hope of waterheaded back for lack of grassTill I camped above the treeline drifted snow and naked boulders Felt free air astir to windward knew Id stumbled on the Pass Thought to name it for the finderbut that night the Norther found me Froze and killed the plainsbred poniesso I called the camp DespairIts the Railway Cap today thoughThen my whisper waked to hound meSomething lost behind the RangesOver yonder Go you there Then I knew the while I doubted knew His Hand was certain oer meStill  it might be selfdelusion scores of better men had died I could reach the township livingbut  He knows what terrors tore me But I didnt  but I didntI went down the other side Till the snow ran out in flowersand the flowers turned to aloesAnd the aloes sprung to thicketsand a brimming stream ran byBut the thickets dwined to thornscruband the water drained to shallowsAnd I dropped again ondesertblasted earth and blasting sky  I remember lighting firesI remember sitting by themI remember seeing faceshearing voices through the smokeI remember they were fancy for I threw a stone to try emSomething lost behind the Rangeswas the only word they spoke I remember going crazyI remember that I knew itWhen I heard myself hallooingto the funny folk I sawVery full of dreams that desertbut my two legs took me through it And I used to watch em movingwith the toes all black and raw But at last the country altered White Mans country past disputing Rolling grass and open timberwith a hint of hills behind There I found me food and waterand I lay a week recruitingGot my strength and lost my nightmaresThen I entered on my find Thence I ran my first rough survey chose my trees and blazed and ringed em Week by week I pried and sampled week by week my findings grewSaul he went to look for donkeysand by God he found a kingdomBut by God who sent His WhisperI had struck the worth of two Up along the hostile mountainswhere the hairpoised snowslide shivers Down and through the big fat marshesthat the virgin orebed stainsTill I heard the mildwide mutteringsof unimagined riversAnd beyond the nameless timbersaw illimitable plains Plotted sites of future citiestraced the easy grades between emWatched unharnessed rapids wastingfifty thousand head an hourCounted leagues of water frontagethrough the axeripe woods that screen em Saw the plant to feed a people up and waiting for the power Well I know wholl take the credit all the clever chaps that followed Came a dozen men together never knew my desert fearsTracked me by the camps Id quittedused the water holes Id hollowedTheyll go back and do the talkingTheyll be called the Pioneers They will find my sites of townships not the cities that I set thereThey will rediscover rivers not my rivers heard at nightBy my own old marks and bearingsthey will show me how to get thereBy the lonely cairns I buildedthey will guide my feet aright Have I named one single riverHave I claimed one single acreHave I kept one single nugget barring samples No not IBecause my price was paid meten times over by my MakerBut you wouldnt understand itYou go up and occupy Ores youll find there wood and cattlewatertransit sure and steadyThat should keep the railway rates downcoal and iron at your doorsGod took care to hide that countrytill He judged His people readyThen He chose me for His Whisperand Ive found it and its yours Yes your nevernever country yes your edge of cultivationAnd no sense in going further till I crossed the range to seeGod forgive me No I didntIts Gods present to our nationAnybody might have found it but His Whisper came to Me ,b,Sad
2106,The Fabulists ii  When all the world would keep a matter hidSince Truth is seldom Friend to any crowdMen write in Fable as old AEsop didJesting at that which none will name aloudAnd this they needs must do or it will fallUnless they please they are not heard at all When desperate Folly daily labourethTo work confusion upon all we haveWhen diligent Sloth demandeth Freedoms deathAnd banded Fear commandeth Honours graveEven in that certain hour before the fallUnless men please they are not heard at all Needs must all please yet some not all for needNeeds must all toil yet some not all for gainBut that men taking pleasure may take heedWhom present toil shall snatch from later painThus some have toiled but their reward was smallSince though they pleased they were not heard at all This was the lock that lay upon our lipsThis was the yoke that we have undergoneDenying us all pleasant fellowshipsAs in our time and generationOur pleasures unpursued age past recallAnd for our painswe are not heard at all What man hears aught except the groaning gunsWhat man heeds aught save what each instant bringsWhen each mans life all imaged life outrunsWhat man shall pleasure in imaginingsSo it hath fallen as it was bound to fallWe are not nor we were not heard at all ,b,Sad
2107,The Fairies Siege I have been given my charge to keepWell have I kept the samePlaying with strife for the most of my lifeBut this is a different gameIll not fight against swords unseenOr spears that I cannot viewHand him the keys of the place on your kneesTis the Dreamer whose dreams come true Ask him his terms and accept them at onceQuick ere we anger him goNever before have I flinched from the gunsBut this is a different showIll not fight with the Herald of GodI know what his Master can doOpen the gate he must enter in stateTis the Dreamer whose dreams come true Id not give way for an EmperorId hold my road for a KingTo the Triple Crown I would not bow downBut this is a different thingIll not fight with the Powers of AirSentry pass him throughDrawbridge let fall tis the Lord of us allThe Dreamer whose dreams come true ,b,Sad
2108,The Fall Of Jock Gillespie This fell when dinnertime was done Twixt the first an the second rub That oor mon Jock cam hame againTo his rooms ahist the Club An syne he laughed an syne he sangAn syne we thocht him fouAn syne he trumped his partners trickAn garred his partner rue Then up and spake an elder monThat held the Spade its Ace God save the lad Whence comes the lichtThat wimples on his face An Jock he sniggered an Jock he smiledAn ower the cardbrim wunk Im a too fresh fra the stirruppegMay be that I am drunk Theres whusky brewed in GalashilsAn L L L forbyeBut never liquor lit the loweThat keeks fra oot your eye Theres a third o hair on your dresscoat breastAboon the heart a weeOh that is fra the langhaired SkyeThat slobbers ower me Oh langhaired Skyes are lovin beastsAn terrier dogs are fairBut never yet was terrier bornWi elllang gowden hair Theres a smirch o pouther on your breastBelow the left lappelOh that is fra my auld cigarWhenas the stumpend fell Mon Jock ye smoke the Trichi coarseFor ye are short o cashAn best Havanas Couldna leaveSae white an pure an ash This nicht ye stopped a story braidAn stopped it wi a curseLast nicht ye told that tale yoursel An capped it wi a worse Oh were no fou Oh were no fouBut plainly we can kenYere fallin fallin fra the bandO cantie single men An it fell when sirrisshaws were sereAn the nichts were lang and mirkIn braw new breeks wi a gowden ringOor Jocke gaed to the Kirk ,b,Angry
2109,The Feet Of The Young Men Now the Fourway Lodge is opened now the Hunting Winds are loose Now the Smokes of Spring go up to clear the brainNow the Young Mens hearts are troubled for the whisper of the TruesNow the Red Gods make their medicine againWho hath seen the beaver busied Who hath watched the blacktail matingWho hath lain alone to hear the wildgoose cryWho hath worked the chosen water where the ouananiche is waitingOr the seatrouts jumpingcrazy for the fly iHe must go  go  go away from hereiiOn the other side the world hes overdueiiSend your road is clear before you where the old Springfret comes oeryouiiAnd the Red Gods call for youi So for one the wet sail arching through the rainbowround the bowAnd for one the creak of snowshoes on the crustAnd for one the lakeside lilies where the bullmoose waits the cowAnd for one the muletrain coughing in the dustWho hath smelt smeltsmoke at twilight Who hath heard the birchlog burningWho is quick to read the noises of the nightLet him follow with the others for the Young Mens feet are turningToo the camps of proved desire and known delight iLet him go  go etci  I Do you know the blackened timber  do you know that racing streamWith the raw rightangled logjam at the endAnd the bar of sunwarmed shingle where a man may bask and dreamTo the click of shod canoepoles round the bendI is there that we are going with our rods and reels and tracesTo a silent smoky Indian that we know To a couch of newpulled hemlock with the starlight on our facesFor the Red Gods call us out and we must go iThey must go  go etci  II Do you know the shallow Baltic where the seas are steep and shortWhere the bluff leeboarded fishingluggers rideDo you know the joy of threshing leagues to leeward of your portOn a coast youve lost the chart of oversideIt is there that I am going with an extra hand to bale her Just one able longshore loafer that I knowHe can take his chance of drowning while I sail and sail and sail herFor the Red Gods call me out and I must go iHe must go  go etci  III Do you know the pilebuilt village where the sagodealers trade Do you know the reek of fish and wet bambooDo you know the steaming stillness of the orchidscented gladeWhen the blazoned birdwinged butterflies flap throughIt is there that I am going with my camphor net and boxesTo a gentle yellow pirate that I know To my little wailing lemurs to my palms and flyingfoxesFor the Red Gods call me out and I must go iHe must go  go etci  IV Do you know the worlds white rooftree  do you know that windy riftWhere the baffling mountaineddies chop and changeDo you know the long days patience bellydown on frozen driftWhile the head of heads is feeding out of rangeIt is there that I am going where the boulders and the snow lieWith a trusty nimble tracker that I knowI have sworn an oath to keep it on the Horns of Ovis PoliAnd the Red Gods call me out and I must go iHe must go  go etci How the Fourway Lodge is opened  now the Smokes of Council rise Pleasant smokes ere yet twixt trail and trail they choose Now the girths and ropes are tested now they pack their last suppliesNow our Young Men go to dance before the TruesWho shall meet them at those altars  who shall light them to that shrineVelvetfooted who shall guide them to their goalUnto each the voice and vision unto each his spoor and sign Lonely mountain in the Northland misty sweatbath neath the Line And to each a man that knows his naked soul White or yellow black or copper he is waiting as a loverSmoke of funnel dust of hooves or beat of train Where the high grass hides the horseman or the glaring flats discover Where the steamer hails the landing or the surfboat brings the rover Where the rails run out in sandrift    Quick ah heave the campkit overFor the Red Gods make their medicine again iAnd we go  go  go away from hereiiOn the other side the world were overdueiiSend the road is clear before you when the old Springfret comes oeryouiiAnd the Red Gods call for youi ,b,Angry
2110,The Female Of The Species When the Himalayan peasant meets the hebear in his prideHe shouts to scare the monster who will often turn asideBut the shebear thus accosted rends the peasant tooth and nailFor the female of the species is more deadly than the male When Nag the wayside cobra hears the careless foot of manHe will sometimes wriggle sideways and avoid it if he canBut his mate makes no such motion where she camps beside the trail For the female of the species is more deadly than the male When the early Jesuit fathers preached to Hurons and ChoctawsThey prayed to be delivered from the vengeance of the squaws Twas the women not the warriors turned those stark enthusiasts pale For the female of the species is more deadly than the male Mans timid heart is bursting with the things he must not sayFor the Woman that God gave him isnt his to give awayBut when hunter meets with husband each confirms the others tale The female of the species is more deadly than the male Man a bear in most relations worm and savage otherwiseMan propounds negotiations Man accepts the compromiseVery rarely will he squarely push the logic of a factTo its ultimate conclusion in unmitigated act Fear or foolishness impels him ere he lay the wicked lowTo concede some form of trial even to his fiercest foeMirth obscene diverts his anger Doubt and Pity oft perplexHim in dealing with an issue  to the scandal of the Sex But the Woman that God gave him every fibre of her frameProves her launched for one sole issue armed and engined for the sameAnd to serve that single issue lest the generations failThe female of the species must be deadlier than the male She who faces Death by torture for each life beneath her breastMay not deal in doubt or pity  must not swerve for fact or jestThese be purely male diversions  not in these her honor dwells She the Other Law we live by is that Law and nothing else She can bring no more to living than the powers that make her greatAs the Mother of the Infant and the Mistress of the MateAnd when Babe and Man are lacking and she strides unclaimed to claimHer right as femme and baron her equipment is the same She is wedded to convictions  in default of grosser tiesHer contentions are her children Heaven help him who deniesHe will meet no cool discussion but the instant whitehot wildWakened female of the species warring as for spouse and child Unprovoked and awful charges  even so the shebear fightsSpeech that drips corrodes and poisons  even so the cobra bitesScientific vivisection of one nerve till it is rawAnd the victim writhes with anguish  like the Jesuit with the squaw So it comes that Man the coward when he gathers to conferWith his fellowbraves in council dare not leave a place for herWhere at war with Life and Conscience he uplifts his erring handsTo some God of abstract justice  which no woman understands And Man knows it Knows moreover that the Woman that God gave himMust command but may not govern shall enthrall but not enslave himAnd She knows because She warns him and Her instincts never failThat the female of Her species is more deadly than the male ,b,Fear
2111,The Files FilesThe Files Office Files Oblige me by referring to the FilesEvery question man can raiseEvery phrase of every phraseOf that question is on record in the Files Threshed out threadbare  fought and finished in the FilesEre the Universe at largeWas our newtipped arrows targe Ere we rediscovered Mammon and his wilesFaeza gentle reader spent herfiveandtwentieth leaderYou will find him and some others in the FilesWarn all coming Robert Brownings and CarlylesIt will interest them to hunt among the FilesWhere unvisited acoldLie the crowded years of oldIn that KensalGreen of greatness called the FilesIn our newspaPrelaChaise the Office FilesWhere the dead men lay them downMeekly sure of long renownAnd above them sere and swiftPacks the daily deepening driftOf the allrecording alleffacing FilesThe obliterating automatic FilesCount the mighty men who slungInk Evangel Sword or TongueWhen Reform and you were youngMade their boasts and spake according in the FilesHear the ghosts that wake applauding in the FilesTrace each allforgot careerFrom long primer through brevierUnto Death a para minion in the FilesPara minionsolidbottom of the Files   Some successful Kings and Queens adorn the FilesThey were great their views were leadedAnd their deaths were tripleheadedSo they catch the eye in running through the FilesShow as blazes in the mazes of the FilesFor their paramours and priestsAnd their gross jackbooted feastsAnd their epochmarking actions see the FilesWas it Bomba fled the blue Sicilian islesWas it Saffi a professorOnce of Oxford brought redress orGaribaldi Who remembersFortyoddyearold Septembers Only sextons paid to dig among the Files Such as I am born and bred amongthe FilesYou must hack through much depositEre you know for sure who was itCame to burial with such honour in the Files Only seven seasons back beneaththe FilesVery great our loss and grievous  So our best and brightest leave usAnd it ends the Age of Giants say the FilesAll the  FilesThe openminded opportunist Files The easy   King live for ever  FilesIt is good to read a little in the FilesTis a sure and sovereign balmUnto philosophic calmYea and philosophic doubt when Life beguilesWhen you know Success is GreatnessWhen you marvel at your latenessIn apprehending facts so plain to SmilesSelfhelpful wholly strenuous Samuel SmilesWhen your Imp of Blind DesireBids you set the Thames afireYoull remember men have done so  in the FilesYoull have seen those flames transpire  in the FilesMore than once that flood has run so  in the FilesWhen the Conchimarian hornsOf the reboantic NornsUsher gentlemen and ladiesWith new lights on Heaven and HadesGuaranteeing to EternityAll yesterdays modernityWhen Brockenspectres made bySome ones breath on ink parade byVery earnest and tremendousLet not shows of shows offend usWhen of everything we like weShout ecstatic  Quod ubiqueQuod ab omnibus means semperOh my brother keep your temperLight your pipe and take a look along the FilesYouve a better chance to guessAt the meaning of SuccessWhich is Greatness  vide PressWhen youve seen it in perspective in the Files  ,b,Fear
2112,The Fires Men make them fires on the hearthEach under his rooftreeAnd the Four Winds that rule the earthThey blow the smoke to me Across the high hills and the seaAnd all the changeful skiesThe Four Winds blow the smoke to meTill the tears are in my eyes Until the tears are in my eyesAnd my heart is wellnigh brokeFor thinking on old memoriesThat gather in the smoke With every shift of every windThe homesick memories comeFrom every quarter of mankindWhere I have made me a home Four times a fire against the coldAnd a roof against the rain Sorrow fourfold and joy fourfoldThe Four Winds bring again How can I answer which is bestOf all the fires that burnI have been too often host or guestAt every fire in turn How can I turn from any fireOn any mans hearthstoneI know the wonder and desireThat went to build my own How can I doubt mans joy or woeWhereer his housefires shineSince all that man must undergoWill visit me at mine Oh you Four Winds that blow so strongAnd know that his is trueStoop for a little and carry my songTo all the men I knew Where there are fires against the coldOr roofs against the rain With love fourfold and joy fourfoldTake them my songs again ,b,Surprise
2113,The First Chantey Mine was the woman to me darkling I found herHaling her dumb from the camp took her and bound herHot rose her tribe on our track ere I had proved herHearing her laugh in the gloom greatly I loved her Swift through the forest we ran none stood to guard usFew were my people and far then the flood barred us Him we call Son of the Sea sullen and swollenPanting we waited the death stealer and stolen Yet ere they came to my lance laid for the slaughterLightly she leaped to a log lapped in the waterHolding on high and apart skins that arrayed herCalled she the God of the Wind that He should aid her Life had the tree at that word Praise we the GiverOtterlike left he the bank for the full riverFar fell their axes behind flashing and ringingWonder was on me and fear  yet she was singing Low lay the land we had left  Now the blue bound usEven the Floor of the Gods level around usWhisper there was not nor word shadow nor showingTill the light stirred on the deep glowing and growing Then did He leap to His place flaring from underHe the Compeller the Sun bared to our wonderNay not a league from our eyes blinded with gazingCleared He the gate of the world huge and amazing This we beheld and we live  the Pit of the BurningThen the God spoke to the tree for our returningBack to the beach of our flight fearless and slowlyBack to our slayers went he  but we were holy Men that were hot in that hunt women that followedBabes that were promised our bones trembled and wallowedOver the necks of the Tribe crouching and fawning Prophet and priestess we came back from the dawning ,b,Fear
2114,The Flight When the grey geese heard the Fools treadToo near to where they layThey lifted neither voice nor headBut took themselves away No water broke no pinion whirredThere went no warning callThe steely sheltering rushes stirredA littlethat was all Only the osiers understoodAnd the drowned meadows spiedWhat else than wreckage of a floodStole outward on that tide But the far beaches saw their ranksGather and greet and growBy myriads on the naked banksWatching their sign to go Till with a roar of wings that churnedThe shivering shoals to foamFlight after flight took air and turned To find a safer home And far below their steadfast wedgeThey heard and hastened onMen thresh and clamour through the sedgeAghast that they were gone And when men prayed them come anewAnd nest where they were bredNay fools foretell what knaves will doWas all the grey geese said ,b,Sad
2115,The Flowers To our private taste there is always something a little exotic    almost artificial in songs which under an English aspect and dress    are yet so manifestly the product of other skies  They affect us    like translations the very fauna and flora are alien remote    the dogstooth violet is but an ill substitute for the rathe primrose    nor can we ever believe that the woodrobin sings as sweetly in April    as the English thrush  THE ATHENAEUM            Buy my English posies          Kent and Surrey may          Violets of the Undercliff          Wet with Channel spray         Cowslips from a Devon combe           Midland furze afire          Buy my English posies          And Ill sell your hearts desire    Buy my English posies    You that scorn the May   Wont you greet a friend from home    Half the world away   Green against the draggled drift    Faint and frail and first    Buy my Northern bloodroot    And Ill know where you were nursedRobin down the loggingroad whistles Come to meSpring has found the maplegrove the sap is running freeAll the winds of Canada call the ploughingrainTake the flower and turn the hour and kiss your love again    Buy my English posies    Heres to match your need    Buy a tuft of royal heath    Buy a bunch of weed   White as sand of Muysenberg    Spun before the gale    Buy my heath and lilies    And Ill tell you whence you hailUnder hot Constantia broad the vineyards lie Throned and thorned the aching berg props the speckless sky Slow below the Wynberg firs trails the tilted wain Take the flower and turn the hour and kiss your love again    Buy my English posies    You that will not turn    Buy my hotwood clematis    Buy a frond o fern   Gathered where the Erskine leaps    Down the road to Lorne    Buy my Christmas creeper    And Ill say where you were bornWest away from Melbourne dust holidays begin They that mock at Paradise woo at Cora Lynn Through the great South Otway gums sings the great South Main Take the flower and turn the hour and kiss your love again    Buy my English posies    Heres your choice unsold   Buy a bloodred myrtlebloom    Buy the kowhais gold   Flung for gift on Taupos face    Sign that spring is come    Buy my clinging myrtle    And Ill give you back your homeBroom behind the windy town pollen o the pine Bellbird in the leafy deep where the ratas twine Fern above the saddlebow flax upon the plain Take the flower and turn the hour and kiss your love again    Buy my English posies    Ye that have your own   Buy them for a brothers sake    Overseas alone   Weed ye trample underfoot    Floods his heart abrim    Bird ye never heeded    Oh she calls his dead to himFar and far our homes are set round the Seven SeasWoe for us if we forget we that hold by theseUnto each his motherbeach bloom and bird and land Masters of the Seven Seas oh love and understand ,b,Sad
2116,The Four Angels As Adam lay adreaming beneath the Apple TreeThe Angel of the Earth came down and offered Earth in feeBut Adam did not need itNor the plough he would not speed itSinging Earth and Water Air and FireWhat more can mortal man desireThe Apple Trees in bud As Adam lay adreaming beneath the Apple TreeThe Angel of the Waters offered all the Seas in feeBut Adam would not take emNor the ships he wouldnt make emSingingWater Earth and Air and FireWhat more can mortal man desire The Apple Trees in leaf As Adam lay adreaming beneath the Apple TreeThe Angel of the Air he offered all the Air in feeBut Adam did not crave itNor the flight he wouldnt brave itSinging Air and Water Earth and FireWhat more can mortal man desireThe Apple Trees in bloom As Adam lay adreaming beneath the Apple TreeThe Angel of the Fire rose up and not a word said heBut he wished a flame and made itAnd in Adams heart he laid itSinging Fire Fire burning FireStand up and reach your hearts desireThe Apple Blossoms set As Adam was aworking outside of EdenWallHe used the Earth he used the Seas he used the Air and allTill out of black disasterHe arose to be a masterOf Earth and Water Air and FireBut never reached his hearts desireThe Apple Trees cut down ,b,Sad
2117,The Four Points iThomas Tusseri  Ere stopping or turning to put forth a handeIs a charm that thy daies may be long in the land Though seventytimesseven thee Fortune befriendOertaking at corners is Death in the end Sith mainroads for sideroads care nothing have careBoth to slow and to blow when thou interest there Drink as thou canst hold it but after is bestFor Drink with mens Driving makes Crowners to Quest ,b,Fear
2118,The French Wars iNapoleonici  The boats of Newhaven and Folkestone and DoverTo Dieppe and Boulogne and to Calais cross overAnd in each of those runs there is not a square yardWhere the English and French havent fought and fought hard If the ships that were sunk could be floated once moreTheyd stretch like a raft from the shore to the shoreAnd wed see as we crossed every pattern and planOf ship that was built since seafighting began Thered be biremes and brigantines cutters and sloopsCogs carracks and galleons with gay gilded poopsHoys caravels ketches corvettes and the restAs thick as regattas from Ramsgate to Brest But the galleys of Caesar the squadrons of SluysAnd Nelsons crack frigates are hid from our eyesWhere the high Seventyfours of Napoleons daysLie down with Deal luggers and French chassemarees Theyll answer no signalthey rest on the oozeWith their honeycombed guns and their skeleton crewsAnd racing above them through sunshine or galeThe CrossChannel packets come in with the Mail Then the poor seasick passengers English and FrenchMust open their trunks on the Customhouse benchWhile the officers rummage for smuggled cigarsAnd nobody thinks of our bloodthirsty wars ,b,Sad
2119,The GalleySlave Oh gallant was our galley from her caren steeringwheelTo her figurehead of silver and her beak of hammered steelThe legbar chafed the ankle and we gasped for cooler airBut no galley on the waters with our galley could compare Our bulkheads bulged with cotton and our masts were stepped in gold We ran a mighty merchandise of niggers in the holdThe white foam spun behind us and the black shark swam belowAs we gripped the kicking sweephead and we made the galley go It was merry in the galley for we revelled now and then If they wore us down like cattle faith we fought and loved like menAs we snatched her through the water so we snatched a minutes blissAnd the mutter of the dying never spoiled the lovers kiss Our women and our children toiled beside us in the dark They died we filed their fetters and we heaved them to the shark We heaved them to the fishes but so fast the galley spedWe had only time to envy for we could not mourn our dead Bear witness once my comrades what a hardbit gang were we The servants of the sweephead but the masters of the seaBy the heands that drove her forward as she plunged and yawed and sheeredWoman Man or god or Devil was there anything we feared Was it storm Our fathers faced it and a wilder never blewEarth that waited for the wreckage watched the galley struggle throughBurning noon or choking midnight Sickness Sorrow Parting DeathNay our very babes would mock you had they time for idle breath But today I leave the galley and another takes my placeTheres my name upon the deckbeam  let it stand a little spaceI am free  to watch my messmates beating out to open mainFree of all that Life can offer  save to handle sweep again By the brand upon my shoulder by the gall of clinging steelBy the welt the whips have left me by the scars that never healBy eyes grown old with staring through the sunwash on the brineI am paid in full for service Would that service still were mine f times and seasons and of woe the years bring forthOf our galley swamped and shattered in the rollers of the NorthWhen the niggers break the hatches and the decks are gay with goreAnd a cravenhearted pilot crams her crashing on the shore She will need no halfmast signal minutegun or rocketflareWhen the cry for help goes seaward she will find her servants thereBattered chaingangs of the orlop grizzled drafts of years gone byTo the bench that broke their manhood they shall lash themselves and die Hale and crippled young and aged paid deserted shipped away Palace cot and lazaretto shall make up the tale that dayWhen the skies are black above them and the decks ablaze beneathAnd the topmen clear the raffle with their claspknives in their teeth It may be that Fate will give me life and leave to row once more Set some strong man free for fighting as I take awhile his oarBut today I leave the galley Shall I curse her service thenGod be thanked Whateer comes after I have lived and toiled with Men ,b,Sad
2120,The Gift Of The Sea The dead child lay in the shroudAnd the widow watched besideAnd her mother slept and the Channel sweptThe gale in the teeth of the tide But the mother laughed at allI have lost my man in the seaAnd the child is dead  Be still she saidWhat more can ye do to me The widow watched the deadAnd the candle guttered lowAnd she tried to sing the Passing SongThat bids the poor soul go And Mary take you now she sangThat lay against my heartAnd Mary smooth your crib tonightBut she could not say Depart Then came a cry from the seaBut the searime blinded the glassAnd Heard ye nothing mother she saidTis the child that waits to pass And the nodding mother sighedTis a lambing ewe in the whinFor why should the christened soul cry outThat never knew of sin O feet I have held in my handO hands at my heart to catchHow should they know the road to goAnd how should they lift the latch They laid a sheet to the doorWith the little quilt atopThat it might not hurt from the cold or the dirtBut the crying would not stop The widow lifted the latchAnd strained her eyes to seeAnd opened the door on the bitter shoreTo let the soul go free There was neither glimmer nor ghostThere was neither spirit nor sparkAnd Heard ye nothing mother she saidTis crying for me in the dark And the nodding mother sighedTis sorrow makes ye dullHave ye yet to learn the cry of the ternOr the wail of the windblown gull The terns are blown inlandThe gray gull follows the ploughTwas never a bird the voice I heardO mother I hear it now Lie still dear lamb lie stillThe child is passed from harmTis the ache in your breast that broke your restAnd the feel of an empty arm She put her mother asideIn Marys name let beFor the peace of my soul I must go she saidAnd she went to the calling sea In the heel of the windbit pierWhere the twisted weed was piledShe came to the life she had missed by an hourFor she came to a little child She laid it into her breastAnd back to her mother she cameBut it would not feed and it would not heedThough she gave it her own childs name And the dead child dripped on her breastAnd her own in the shroud lay starkAnd God forgive us mother she saidWe let it die in the dark ,b,Sad
2121,The Gipsy Trail The white moth to the closing bineThe bee to the opened cloverAnd the gipsy blood to the gipsy bloodEver the wide world over Ever the wide world over lassEver the trail held trueOver the world and under the worldAnd back at the last to you Out of the dark of the gorgio campOut of the grime and the grayMorning waits at the end of the worldGipsy come away The wild boar to the sundried swampThe red crane to her reedAnd the Romany lass to the Romany ladBy the tie of a roving breed The pied snake to the rifted rockThe buck to the stony plainAnd the Romany lass to the Romany ladAnd both to the road again Both to the road again againOut on a clean seatrack Follow the cross of the gipsy trailOver the world and back Follow the Romany patteranNorth where the blue bergs sailAnd the bows are grey with the frozen sprayAnd the masts are shod with mail Follow the Romany patteranSheer to the Austral LightWhere the besom of God is the wild South windSweeping the seafloors white Follow the Romany patteranWest to the sinking sunTill the junksails lift through the houseless driftAnd the east and west are one Follow the Romany patteranEast where the silence broodsBy a purple wave on an opal beachIn the hush of the Mahim woods The wild hawk to the windswept skyThe deer to the wholesome woldAnd the heart of a man to the heart of a maidAs it was in the days of old The heart of a man to the heart of a maid Light of my tents be fleetMorning waits at the end of the worldAnd the world is all at our feet ,b,Sad
